[Fold 4][Epoch 001] train_loss=0.9969 acc=0.4607 f1=0.4561 | val_loss=0.9213 acc=0.5011 f1=0.5053 | epoch_time=5.83s
[Fold 4][Epoch 024] train_loss=0.7212 acc=0.6618 f1=0.6567 | val_loss=0.7954 acc=0.5965 f1=0.5907 | epoch_time=5.87s
[Fold 4][Epoch 025] train_loss=0.7191 acc=0.6632 f1=0.6579 | val_loss=0.7965 acc=0.5987 f1=0.5940 | epoch_time=5.81s
[Fold 4][Epoch 026] train_loss=0.7184 acc=0.6632 f1=0.6596 | val_loss=0.7918 acc=0.6009 f1=0.5975 | epoch_time=5.80s
[Fold 4][Epoch 027] train_loss=0.7175 acc=0.6620 f1=0.6579 | val_loss=0.7957 acc=0.6086 f1=0.6041 | epoch_time=5.85s
[Fold 4][Epoch 028] train_loss=0.7131 acc=0.6645 f1=0.6605 | val_loss=0.7935 acc=0.6075 f1=0.6058 | epoch_time=5.79s
[Fold 4][Epoch 029] train_loss=0.7157 acc=0.6670 f1=0.6642 | val_loss=0.7876 acc=0.6164 f1=0.6108 | epoch_time=5.80s
[Fold 4][Epoch 030] train_loss=0.7160 acc=0.6679 f1=0.6627 | val_loss=0.8027 acc=0.5942 f1=0.5879 | epoch_time=5.83s
[Fold 4][Epoch 031] train_loss=0.7149 acc=0.6607 f1=0.6587 | val_loss=0.7849 acc=0.6120 f1=0.6012 | epoch_time=5.83s
[Fold 4][Epoch 032] train_loss=0.7153 acc=0.6618 f1=0.6543 | val_loss=0.7938 acc=0.5976 f1=0.5972 | epoch_time=5.83s
[Fold 4][Epoch 033] train_loss=0.7070 acc=0.6648 f1=0.6601 | val_loss=0.7854 acc=0.6042 f1=0.6031 | epoch_time=5.82s
[Fold 4][Epoch 034] train_loss=0.6980 acc=0.6767 f1=0.6751 | val_loss=0.7858 acc=0.6186 f1=0.6110 | epoch_time=5.83s
[Fold 4][Epoch 035] train_loss=0.7015 acc=0.6745 f1=0.6708 | val_loss=0.7809 acc=0.6042 f1=0.5961 | epoch_time=5.86s
[Fold 4][Epoch 036] train_loss=0.6971 acc=0.6751 f1=0.6727 | val_loss=0.7816 acc=0.6131 f1=0.6084 | epoch_time=5.80s
[Fold 4][Epoch 037] train_loss=0.6929 acc=0.6848 f1=0.6801 | val_loss=0.7879 acc=0.5976 f1=0.5944 | epoch_time=5.81s
[Fold 4][Epoch 038] train_loss=0.6949 acc=0.6784 f1=0.6759 | val_loss=0.7849 acc=0.6153 f1=0.6091 | epoch_time=5.82s
[Fold 4][Epoch 039] train_loss=0.6882 acc=0.6867 f1=0.6837 | val_loss=0.7765 acc=0.6109 f1=0.6049 | epoch_time=5.85s
[Fold 4][Epoch 040] train_loss=0.6858 acc=0.6931 f1=0.6879 | val_loss=0.7920 acc=0.6042 f1=0.6049 | epoch_time=5.82s
[Fold 4][Epoch 041] train_loss=0.6917 acc=0.6781 f1=0.6756 | val_loss=0.7829 acc=0.6042 f1=0.6020 | epoch_time=5.86s
[Fold 4][Epoch 042] train_loss=0.6843 acc=0.6729 f1=0.6706 | val_loss=0.7945 acc=0.5898 f1=0.5852 | epoch_time=5.85s
[Fold 4][Epoch 043] train_loss=0.6893 acc=0.6734 f1=0.6691 | val_loss=0.7732 acc=0.6186 f1=0.6103 | epoch_time=5.81s
[Fold 4][Epoch 044] train_loss=0.6810 acc=0.6817 f1=0.6790 | val_loss=0.7821 acc=0.6153 f1=0.6064 | epoch_time=5.82s
[Fold 4][Epoch 045] train_loss=0.6751 acc=0.6964 f1=0.6929 | val_loss=0.7894 acc=0.6064 f1=0.6080 | epoch_time=5.82s
[Fold 4][Epoch 046] train_loss=0.6766 acc=0.6886 f1=0.6852 | val_loss=0.7847 acc=0.6231 f1=0.6199 | epoch_time=5.83s
[Fold 4][Epoch 047] train_loss=0.6766 acc=0.6856 f1=0.6818 | val_loss=0.7795 acc=0.6142 f1=0.6138 | epoch_time=5.85s
[Fold 4][Epoch 048] train_loss=0.6692 acc=0.6914 f1=0.6884 | val_loss=0.7776 acc=0.6264 f1=0.6190 | epoch_time=5.82s
[Fold 4][Epoch 049] train_loss=0.6702 acc=0.6898 f1=0.6871 | val_loss=0.7754 acc=0.6330 f1=0.6306 | epoch_time=5.94s
[Fold 4][Epoch 050] train_loss=0.6671 acc=0.6922 f1=0.6885 | val_loss=0.7824 acc=0.6164 f1=0.6149 | epoch_time=5.87s
[Fold 4][Epoch 051] train_loss=0.6617 acc=0.6945 f1=0.6910 | val_loss=0.7728 acc=0.6220 f1=0.6210 | epoch_time=5.80s
[Fold 4][Epoch 052] train_loss=0.6605 acc=0.6967 f1=0.6961 | val_loss=0.7727 acc=0.6408 f1=0.6376 | epoch_time=5.83s
[Fold 4][Epoch 053] train_loss=0.6603 acc=0.6958 f1=0.6913 | val_loss=0.7715 acc=0.6264 f1=0.6252 | epoch_time=5.81s
[Fold 4][Epoch 054] train_loss=0.6561 acc=0.7066 f1=0.7042 | val_loss=0.7745 acc=0.6197 f1=0.6169 | epoch_time=5.80s
[Fold 4][Epoch 055] train_loss=0.6699 acc=0.6914 f1=0.6879 | val_loss=0.7786 acc=0.6308 f1=0.6297 | epoch_time=5.84s
[Fold 4][Epoch 056] train_loss=0.6588 acc=0.7030 f1=0.7020 | val_loss=0.7728 acc=0.6308 f1=0.6276 | epoch_time=5.77s
[Fold 4][Epoch 057] train_loss=0.6573 acc=0.7022 f1=0.6999 | val_loss=0.7726 acc=0.6386 f1=0.6340 | epoch_time=5.80s
[Fold 4][Epoch 058] train_loss=0.6547 acc=0.7006 f1=0.6967 | val_loss=0.7692 acc=0.6441 f1=0.6412 | epoch_time=5.85s
[Fold 4][Epoch 059] train_loss=0.6490 acc=0.7064 f1=0.7030 | val_loss=0.7746 acc=0.6275 f1=0.6262 | epoch_time=5.80s
[Fold 4][Epoch 060] train_loss=0.6503 acc=0.7019 f1=0.7004 | val_loss=0.7708 acc=0.6341 f1=0.6314 | epoch_time=5.82s
[Fold 4][Epoch 061] train_loss=0.6504 acc=0.7022 f1=0.6989 | val_loss=0.7710 acc=0.6386 f1=0.6365 | epoch_time=5.85s
[Fold 4][Epoch 062] train_loss=0.6491 acc=0.7042 f1=0.7005 | val_loss=0.7691 acc=0.6375 f1=0.6350 | epoch_time=5.85s
[Fold 4][Epoch 063] train_loss=0.6501 acc=0.7011 f1=0.6983 | val_loss=0.7687 acc=0.6375 f1=0.6359 | epoch_time=5.89s
[Fold 4][Epoch 064] train_loss=0.6468 acc=0.7122 f1=0.7092 | val_loss=0.7702 acc=0.6375 f1=0.6355 | epoch_time=5.87s
[Fold 4][Epoch 065] train_loss=0.6478 acc=0.7017 f1=0.6986 | val_loss=0.7672 acc=0.6375 f1=0.6348 | epoch_time=5.84s
[Fold 4][Epoch 066] train_loss=0.6491 acc=0.7083 f1=0.7054 | val_loss=0.7679 acc=0.6386 f1=0.6365 | epoch_time=5.79s
[Fold 4][Epoch 067] train_loss=0.6449 acc=0.7086 f1=0.7060 | val_loss=0.7690 acc=0.6386 f1=0.6361 | epoch_time=5.84s
[Fold 4][Epoch 068] train_loss=0.6514 acc=0.7025 f1=0.6987 | val_loss=0.7706 acc=0.6419 f1=0.6389 | epoch_time=5.82s
[Fold 4][Epoch 069] train_loss=0.6453 acc=0.7072 f1=0.7043 | val_loss=0.7677 acc=0.6319 f1=0.6297 | epoch_time=5.82s
[Fold 4][Epoch 070] train_loss=0.6480 acc=0.7036 f1=0.7007 | val_loss=0.7676 acc=0.6386 f1=0.6368 | epoch_time=5.85s
[Fold 4][Epoch 071] train_loss=0.6473 acc=0.6981 f1=0.6951 | val_loss=0.7686 acc=0.6375 f1=0.6362 | epoch_time=5.82s
[Fold 4][Epoch 072] train_loss=0.6460 acc=0.7083 f1=0.7054 | val_loss=0.7680 acc=0.6430 f1=0.6412 | epoch_time=5.82s
[Fold 4][Epoch 073] train_loss=0.6439 acc=0.7141 f1=0.7115 | val_loss=0.7685 acc=0.6408 f1=0.6385 | epoch_time=5.83s
[Fold 4][Epoch 074] train_loss=0.6475 acc=0.7025 f1=0.6990 | val_loss=0.7684 acc=0.6430 f1=0.6405 | epoch_time=5.81s
[Fold 4][Epoch 075] train_loss=0.6453 acc=0.7078 f1=0.7043 | val_loss=0.7687 acc=0.6397 f1=0.6372 | epoch_time=5.82s
[Fold 4][Epoch 076] train_loss=0.6430 acc=0.7111 f1=0.7079 | val_loss=0.7690 acc=0.6375 f1=0.6350 | epoch_time=5.82s
[Fold 4][Epoch 077] train_loss=0.6442 acc=0.7097 f1=0.7067 | val_loss=0.7690 acc=0.6375 f1=0.6354 | epoch_time=5.79s
[Fold 4][Epoch 078] train_loss=0.6424 acc=0.7102 f1=0.7076 | val_loss=0.7689 acc=0.6364 f1=0.6344 | epoch_time=5.79s
[Fold 4][Epoch 079] train_loss=0.6459 acc=0.7072 f1=0.7041 | val_loss=0.7690 acc=0.6397 f1=0.6375 | epoch_time=5.82s
[Fold 4][Epoch 080] train_loss=0.6450 acc=0.7078 f1=0.7045 | val_loss=0.7687 acc=0.6375 f1=0.6354 | epoch_time=5.82s
Early stopping at epoch 80 (best=65)
Total training time: 466.26s
