[Fold 3][Epoch 001] train_loss=1.0076 acc=0.4258 f1=0.4298 | val_loss=0.8923 acc=0.5055 f1=0.4282 | epoch_time=5.79s
[Fold 3][Epoch 018] train_loss=0.7648 acc=0.6296 f1=0.6240 | val_loss=0.7746 acc=0.6264 f1=0.6190 | epoch_time=5.82s
[Fold 3][Epoch 019] train_loss=0.7575 acc=0.6343 f1=0.6295 | val_loss=0.7760 acc=0.6164 f1=0.6033 | epoch_time=5.80s
[Fold 3][Epoch 020] train_loss=0.7568 acc=0.6310 f1=0.6242 | val_loss=0.7601 acc=0.6253 f1=0.6187 | epoch_time=5.79s
[Fold 3][Epoch 021] train_loss=0.7520 acc=0.6382 f1=0.6333 | val_loss=0.7832 acc=0.6186 f1=0.6125 | epoch_time=5.79s
[Fold 3][Epoch 022] train_loss=0.7540 acc=0.6366 f1=0.6264 | val_loss=0.7498 acc=0.6475 f1=0.6408 | epoch_time=5.78s
[Fold 3][Epoch 023] train_loss=0.7421 acc=0.6440 f1=0.6385 | val_loss=0.7717 acc=0.6253 f1=0.6182 | epoch_time=5.84s
[Fold 3][Epoch 024] train_loss=0.7455 acc=0.6410 f1=0.6372 | val_loss=0.7499 acc=0.6463 f1=0.6335 | epoch_time=5.80s
[Fold 3][Epoch 025] train_loss=0.7328 acc=0.6546 f1=0.6502 | val_loss=0.7437 acc=0.6341 f1=0.6283 | epoch_time=5.84s
[Fold 3][Epoch 026] train_loss=0.7394 acc=0.6468 f1=0.6411 | val_loss=0.7452 acc=0.6541 f1=0.6454 | epoch_time=5.78s
[Fold 3][Epoch 027] train_loss=0.7327 acc=0.6452 f1=0.6388 | val_loss=0.7414 acc=0.6286 f1=0.6184 | epoch_time=5.81s
[Fold 3][Epoch 028] train_loss=0.7290 acc=0.6463 f1=0.6397 | val_loss=0.7427 acc=0.6353 f1=0.6263 | epoch_time=5.83s
[Fold 3][Epoch 029] train_loss=0.7268 acc=0.6501 f1=0.6472 | val_loss=0.7360 acc=0.6574 f1=0.6438 | epoch_time=5.82s
[Fold 3][Epoch 030] train_loss=0.7270 acc=0.6474 f1=0.6429 | val_loss=0.7559 acc=0.6308 f1=0.6137 | epoch_time=5.82s
[Fold 3][Epoch 031] train_loss=0.7258 acc=0.6524 f1=0.6443 | val_loss=0.7424 acc=0.6585 f1=0.6533 | epoch_time=5.74s
[Fold 3][Epoch 032] train_loss=0.7220 acc=0.6562 f1=0.6544 | val_loss=0.7362 acc=0.6519 f1=0.6422 | epoch_time=5.83s
[Fold 3][Epoch 033] train_loss=0.7190 acc=0.6554 f1=0.6512 | val_loss=0.7708 acc=0.6375 f1=0.6186 | epoch_time=5.80s
[Fold 3][Epoch 034] train_loss=0.7201 acc=0.6668 f1=0.6612 | val_loss=0.7210 acc=0.6630 f1=0.6569 | epoch_time=5.83s
[Fold 3][Epoch 035] train_loss=0.7051 acc=0.6709 f1=0.6644 | val_loss=0.7165 acc=0.6563 f1=0.6469 | epoch_time=5.82s
[Fold 3][Epoch 036] train_loss=0.6968 acc=0.6720 f1=0.6675 | val_loss=0.7274 acc=0.6386 f1=0.6306 | epoch_time=5.78s
[Fold 3][Epoch 037] train_loss=0.7074 acc=0.6573 f1=0.6500 | val_loss=0.7117 acc=0.6552 f1=0.6513 | epoch_time=5.80s
[Fold 3][Epoch 038] train_loss=0.6983 acc=0.6698 f1=0.6642 | val_loss=0.7191 acc=0.6608 f1=0.6550 | epoch_time=5.82s
[Fold 3][Epoch 039] train_loss=0.6935 acc=0.6748 f1=0.6692 | val_loss=0.7130 acc=0.6563 f1=0.6503 | epoch_time=5.84s
[Fold 3][Epoch 040] train_loss=0.6913 acc=0.6740 f1=0.6673 | val_loss=0.7158 acc=0.6519 f1=0.6485 | epoch_time=5.79s
[Fold 3][Epoch 041] train_loss=0.6978 acc=0.6637 f1=0.6606 | val_loss=0.7164 acc=0.6541 f1=0.6483 | epoch_time=5.80s
[Fold 3][Epoch 042] train_loss=0.6902 acc=0.6659 f1=0.6640 | val_loss=0.7102 acc=0.6630 f1=0.6549 | epoch_time=5.81s
[Fold 3][Epoch 043] train_loss=0.6899 acc=0.6762 f1=0.6706 | val_loss=0.7084 acc=0.6563 f1=0.6514 | epoch_time=5.82s
[Fold 3][Epoch 044] train_loss=0.6835 acc=0.6828 f1=0.6785 | val_loss=0.7057 acc=0.6530 f1=0.6470 | epoch_time=5.82s
[Fold 3][Epoch 045] train_loss=0.6928 acc=0.6748 f1=0.6725 | val_loss=0.7102 acc=0.6696 f1=0.6644 | epoch_time=5.83s
[Fold 3][Epoch 046] train_loss=0.6839 acc=0.6762 f1=0.6725 | val_loss=0.7035 acc=0.6685 f1=0.6583 | epoch_time=5.83s
[Fold 3][Epoch 047] train_loss=0.6838 acc=0.6798 f1=0.6723 | val_loss=0.7104 acc=0.6563 f1=0.6518 | epoch_time=5.83s
[Fold 3][Epoch 048] train_loss=0.6827 acc=0.6825 f1=0.6787 | val_loss=0.6981 acc=0.6696 f1=0.6619 | epoch_time=5.84s
[Fold 3][Epoch 049] train_loss=0.6755 acc=0.6873 f1=0.6823 | val_loss=0.6995 acc=0.6696 f1=0.6648 | epoch_time=5.78s
[Fold 3][Epoch 050] train_loss=0.6766 acc=0.6859 f1=0.6806 | val_loss=0.6973 acc=0.6563 f1=0.6524 | epoch_time=5.85s
[Fold 3][Epoch 051] train_loss=0.6775 acc=0.6856 f1=0.6827 | val_loss=0.7054 acc=0.6652 f1=0.6554 | epoch_time=5.83s
[Fold 3][Epoch 052] train_loss=0.6765 acc=0.6798 f1=0.6758 | val_loss=0.6980 acc=0.6718 f1=0.6682 | epoch_time=5.81s
[Fold 3][Epoch 053] train_loss=0.6726 acc=0.6878 f1=0.6837 | val_loss=0.6981 acc=0.6663 f1=0.6603 | epoch_time=5.82s
[Fold 3][Epoch 054] train_loss=0.6685 acc=0.6914 f1=0.6879 | val_loss=0.7037 acc=0.6663 f1=0.6615 | epoch_time=5.84s
[Fold 3][Epoch 055] train_loss=0.6682 acc=0.6903 f1=0.6877 | val_loss=0.6953 acc=0.6718 f1=0.6673 | epoch_time=5.79s
[Fold 3][Epoch 056] train_loss=0.6694 acc=0.6953 f1=0.6912 | val_loss=0.6969 acc=0.6741 f1=0.6654 | epoch_time=5.79s
[Fold 3][Epoch 057] train_loss=0.6666 acc=0.6958 f1=0.6895 | val_loss=0.6951 acc=0.6741 f1=0.6694 | epoch_time=5.78s
[Fold 3][Epoch 058] train_loss=0.6651 acc=0.6953 f1=0.6925 | val_loss=0.6935 acc=0.6818 f1=0.6776 | epoch_time=5.85s
[Fold 3][Epoch 059] train_loss=0.6637 acc=0.7000 f1=0.6980 | val_loss=0.6949 acc=0.6685 f1=0.6634 | epoch_time=5.81s
[Fold 3][Epoch 060] train_loss=0.6660 acc=0.6945 f1=0.6890 | val_loss=0.6962 acc=0.6663 f1=0.6599 | epoch_time=5.83s
[Fold 3][Epoch 061] train_loss=0.6646 acc=0.6967 f1=0.6924 | val_loss=0.6923 acc=0.6707 f1=0.6649 | epoch_time=5.79s
[Fold 3][Epoch 062] train_loss=0.6680 acc=0.6970 f1=0.6918 | val_loss=0.6916 acc=0.6807 f1=0.6766 | epoch_time=5.81s
[Fold 3][Epoch 063] train_loss=0.6646 acc=0.7028 f1=0.7002 | val_loss=0.6935 acc=0.6741 f1=0.6680 | epoch_time=5.80s
[Fold 3][Epoch 064] train_loss=0.6653 acc=0.6922 f1=0.6866 | val_loss=0.6961 acc=0.6696 f1=0.6646 | epoch_time=5.80s
[Fold 3][Epoch 065] train_loss=0.6636 acc=0.6992 f1=0.6960 | val_loss=0.6925 acc=0.6741 f1=0.6686 | epoch_time=5.82s
[Fold 3][Epoch 066] train_loss=0.6630 acc=0.6986 f1=0.6932 | val_loss=0.6929 acc=0.6707 f1=0.6632 | epoch_time=5.82s
[Fold 3][Epoch 067] train_loss=0.6629 acc=0.7006 f1=0.6954 | val_loss=0.6904 acc=0.6741 f1=0.6687 | epoch_time=5.84s
[Fold 3][Epoch 068] train_loss=0.6631 acc=0.6958 f1=0.6933 | val_loss=0.6893 acc=0.6718 f1=0.6676 | epoch_time=5.83s
[Fold 3][Epoch 069] train_loss=0.6637 acc=0.6978 f1=0.6936 | val_loss=0.6905 acc=0.6752 f1=0.6697 | epoch_time=5.84s
[Fold 3][Epoch 070] train_loss=0.6589 acc=0.7006 f1=0.6963 | val_loss=0.6909 acc=0.6707 f1=0.6662 | epoch_time=5.78s
[Fold 3][Epoch 071] train_loss=0.6617 acc=0.6994 f1=0.6955 | val_loss=0.6910 acc=0.6741 f1=0.6696 | epoch_time=5.85s
[Fold 3][Epoch 072] train_loss=0.6650 acc=0.6953 f1=0.6933 | val_loss=0.6904 acc=0.6685 f1=0.6651 | epoch_time=5.83s
[Fold 3][Epoch 073] train_loss=0.6559 acc=0.7006 f1=0.6978 | val_loss=0.6891 acc=0.6729 f1=0.6679 | epoch_time=5.83s
[Fold 3][Epoch 074] train_loss=0.6570 acc=0.7053 f1=0.7008 | val_loss=0.6906 acc=0.6696 f1=0.6640 | epoch_time=5.97s
[Fold 3][Epoch 075] train_loss=0.6570 acc=0.6975 f1=0.6932 | val_loss=0.6903 acc=0.6718 f1=0.6671 | epoch_time=5.81s
[Fold 3][Epoch 076] train_loss=0.6586 acc=0.6934 f1=0.6897 | val_loss=0.6897 acc=0.6696 f1=0.6644 | epoch_time=5.79s
[Fold 3][Epoch 077] train_loss=0.6611 acc=0.7019 f1=0.6984 | val_loss=0.6900 acc=0.6752 f1=0.6695 | epoch_time=5.81s
[Fold 3][Epoch 078] train_loss=0.6554 acc=0.7003 f1=0.6961 | val_loss=0.6904 acc=0.6785 f1=0.6729 | epoch_time=5.81s
[Fold 3][Epoch 079] train_loss=0.6597 acc=0.7030 f1=0.6990 | val_loss=0.6897 acc=0.6807 f1=0.6752 | epoch_time=5.85s
[Fold 3][Epoch 080] train_loss=0.6574 acc=0.7061 f1=0.7025 | val_loss=0.6901 acc=0.6774 f1=0.6720 | epoch_time=5.83s
[Fold 3][Epoch 081] train_loss=0.6556 acc=0.7030 f1=0.6989 | val_loss=0.6895 acc=0.6785 f1=0.6726 | epoch_time=5.83s
[Fold 3][Epoch 082] train_loss=0.6556 acc=0.7083 f1=0.7038 | val_loss=0.6895 acc=0.6785 f1=0.6725 | epoch_time=5.79s
[Fold 3][Epoch 083] train_loss=0.6588 acc=0.6978 f1=0.6937 | val_loss=0.6897 acc=0.6785 f1=0.6727 | epoch_time=5.82s
[Fold 3][Epoch 084] train_loss=0.6567 acc=0.7039 f1=0.6991 | val_loss=0.6897 acc=0.6741 f1=0.6682 | epoch_time=5.82s
[Fold 3][Epoch 085] train_loss=0.6566 acc=0.7050 f1=0.7006 | val_loss=0.6897 acc=0.6729 f1=0.6673 | epoch_time=5.77s
[Fold 3][Epoch 086] train_loss=0.6561 acc=0.7030 f1=0.6985 | val_loss=0.6898 acc=0.6718 f1=0.6662 | epoch_time=5.86s
[Fold 3][Epoch 087] train_loss=0.6569 acc=0.7028 f1=0.6982 | val_loss=0.6898 acc=0.6718 f1=0.6662 | epoch_time=5.82s
[Fold 3][Epoch 088] train_loss=0.6555 acc=0.6989 f1=0.6944 | val_loss=0.6897 acc=0.6729 f1=0.6673 | epoch_time=5.85s
Early stopping at epoch 88 (best=73)
Total training time: 512.10s
