[Fold 2][Epoch 001] train_loss=1.0060 acc=0.4544 f1=0.4546 | val_loss=0.8957 acc=0.5150 f1=0.4176 | epoch_time=5.90s
[Fold 2][Epoch 030] train_loss=0.7079 acc=0.6642 f1=0.6585 | val_loss=0.7174 acc=0.6611 f1=0.6567 | epoch_time=5.83s
[Fold 2][Epoch 031] train_loss=0.7132 acc=0.6567 f1=0.6520 | val_loss=0.7641 acc=0.6279 f1=0.5982 | epoch_time=5.86s
[Fold 2][Epoch 032] train_loss=0.7267 acc=0.6514 f1=0.6462 | val_loss=0.7268 acc=0.6556 f1=0.6396 | epoch_time=5.88s
[Fold 2][Epoch 033] train_loss=0.7102 acc=0.6550 f1=0.6490 | val_loss=0.7235 acc=0.6600 f1=0.6533 | epoch_time=5.81s
[Fold 2][Epoch 034] train_loss=0.7047 acc=0.6633 f1=0.6607 | val_loss=0.7174 acc=0.6534 f1=0.6461 | epoch_time=5.80s
[Fold 2][Epoch 035] train_loss=0.6938 acc=0.6708 f1=0.6656 | val_loss=0.7106 acc=0.6722 f1=0.6681 | epoch_time=5.83s
[Fold 2][Epoch 036] train_loss=0.6848 acc=0.6797 f1=0.6740 | val_loss=0.7051 acc=0.6722 f1=0.6699 | epoch_time=5.87s
[Fold 2][Epoch 037] train_loss=0.6810 acc=0.6814 f1=0.6783 | val_loss=0.7145 acc=0.6722 f1=0.6583 | epoch_time=5.80s
[Fold 2][Epoch 038] train_loss=0.6860 acc=0.6758 f1=0.6725 | val_loss=0.7007 acc=0.6800 f1=0.6728 | epoch_time=5.85s
[Fold 2][Epoch 039] train_loss=0.6767 acc=0.6794 f1=0.6769 | val_loss=0.7112 acc=0.6722 f1=0.6578 | epoch_time=5.82s
[Fold 2][Epoch 040] train_loss=0.6786 acc=0.6841 f1=0.6787 | val_loss=0.7016 acc=0.6755 f1=0.6740 | epoch_time=5.82s
[Fold 2][Epoch 041] train_loss=0.6805 acc=0.6769 f1=0.6733 | val_loss=0.7059 acc=0.6899 f1=0.6807 | epoch_time=5.78s
[Fold 2][Epoch 042] train_loss=0.6787 acc=0.6736 f1=0.6692 | val_loss=0.7023 acc=0.6777 f1=0.6727 | epoch_time=5.76s
[Fold 2][Epoch 043] train_loss=0.6652 acc=0.6891 f1=0.6851 | val_loss=0.6974 acc=0.6766 f1=0.6698 | epoch_time=5.79s
[Fold 2][Epoch 044] train_loss=0.6655 acc=0.6861 f1=0.6838 | val_loss=0.6956 acc=0.6866 f1=0.6822 | epoch_time=5.82s
[Fold 2][Epoch 045] train_loss=0.6630 acc=0.6869 f1=0.6823 | val_loss=0.6937 acc=0.6811 f1=0.6771 | epoch_time=5.86s
[Fold 2][Epoch 046] train_loss=0.6609 acc=0.6858 f1=0.6810 | val_loss=0.6963 acc=0.6899 f1=0.6839 | epoch_time=5.85s
[Fold 2][Epoch 047] train_loss=0.6570 acc=0.6924 f1=0.6892 | val_loss=0.6945 acc=0.6822 f1=0.6784 | epoch_time=5.83s
[Fold 2][Epoch 048] train_loss=0.6568 acc=0.6955 f1=0.6929 | val_loss=0.6958 acc=0.6711 f1=0.6652 | epoch_time=5.83s
[Fold 2][Epoch 049] train_loss=0.6587 acc=0.6930 f1=0.6893 | val_loss=0.6965 acc=0.6777 f1=0.6695 | epoch_time=5.83s
[Fold 2][Epoch 050] train_loss=0.6549 acc=0.6971 f1=0.6916 | val_loss=0.6923 acc=0.6833 f1=0.6800 | epoch_time=5.87s
[Fold 2][Epoch 051] train_loss=0.6525 acc=0.6908 f1=0.6874 | val_loss=0.6900 acc=0.6877 f1=0.6837 | epoch_time=5.84s
[Fold 2][Epoch 052] train_loss=0.6524 acc=0.6947 f1=0.6916 | val_loss=0.6908 acc=0.6877 f1=0.6823 | epoch_time=5.87s
[Fold 2][Epoch 053] train_loss=0.6507 acc=0.6941 f1=0.6915 | val_loss=0.6907 acc=0.6899 f1=0.6860 | epoch_time=5.84s
[Fold 2][Epoch 054] train_loss=0.6550 acc=0.6841 f1=0.6814 | val_loss=0.6894 acc=0.6855 f1=0.6813 | epoch_time=5.85s
[Fold 2][Epoch 055] train_loss=0.6506 acc=0.6977 f1=0.6937 | val_loss=0.6894 acc=0.6855 f1=0.6794 | epoch_time=5.82s
[Fold 2][Epoch 056] train_loss=0.6523 acc=0.6963 f1=0.6924 | val_loss=0.6886 acc=0.6899 f1=0.6860 | epoch_time=5.86s
[Fold 2][Epoch 057] train_loss=0.6479 acc=0.6991 f1=0.6957 | val_loss=0.6926 acc=0.6921 f1=0.6871 | epoch_time=5.82s
[Fold 2][Epoch 058] train_loss=0.6462 acc=0.7049 f1=0.7008 | val_loss=0.6920 acc=0.6910 f1=0.6850 | epoch_time=5.82s
[Fold 2][Epoch 059] train_loss=0.6457 acc=0.6971 f1=0.6939 | val_loss=0.6908 acc=0.6888 f1=0.6849 | epoch_time=5.96s
[Fold 2][Epoch 060] train_loss=0.6501 acc=0.6958 f1=0.6926 | val_loss=0.6903 acc=0.6888 f1=0.6844 | epoch_time=5.84s
[Fold 2][Epoch 061] train_loss=0.6497 acc=0.6944 f1=0.6907 | val_loss=0.6911 acc=0.6855 f1=0.6797 | epoch_time=5.82s
[Fold 2][Epoch 062] train_loss=0.6454 acc=0.6994 f1=0.6965 | val_loss=0.6915 acc=0.6866 f1=0.6828 | epoch_time=5.82s
[Fold 2][Epoch 063] train_loss=0.6432 acc=0.7013 f1=0.6977 | val_loss=0.6898 acc=0.6966 f1=0.6917 | epoch_time=5.83s
[Fold 2][Epoch 064] train_loss=0.6441 acc=0.6949 f1=0.6911 | val_loss=0.6891 acc=0.6866 f1=0.6806 | epoch_time=5.80s
[Fold 2][Epoch 065] train_loss=0.6440 acc=0.7038 f1=0.7000 | val_loss=0.6899 acc=0.6921 f1=0.6866 | epoch_time=5.84s
[Fold 2][Epoch 066] train_loss=0.6446 acc=0.7035 f1=0.6998 | val_loss=0.6891 acc=0.6899 f1=0.6833 | epoch_time=5.76s
[Fold 2][Epoch 067] train_loss=0.6460 acc=0.6980 f1=0.6939 | val_loss=0.6887 acc=0.6866 f1=0.6811 | epoch_time=5.81s
[Fold 2][Epoch 068] train_loss=0.6418 acc=0.7002 f1=0.6973 | val_loss=0.6888 acc=0.6866 f1=0.6818 | epoch_time=5.84s
[Fold 2][Epoch 069] train_loss=0.6420 acc=0.7066 f1=0.7040 | val_loss=0.6886 acc=0.6877 f1=0.6834 | epoch_time=5.88s
[Fold 2][Epoch 070] train_loss=0.6436 acc=0.7019 f1=0.6992 | val_loss=0.6885 acc=0.6877 f1=0.6828 | epoch_time=5.82s
[Fold 2][Epoch 071] train_loss=0.6447 acc=0.6996 f1=0.6961 | val_loss=0.6884 acc=0.6899 f1=0.6849 | epoch_time=5.84s
[Fold 2][Epoch 072] train_loss=0.6405 acc=0.7027 f1=0.6994 | val_loss=0.6886 acc=0.6877 f1=0.6823 | epoch_time=5.86s
[Fold 2][Epoch 073] train_loss=0.6470 acc=0.6958 f1=0.6921 | val_loss=0.6886 acc=0.6910 f1=0.6855 | epoch_time=5.81s
[Fold 2][Epoch 074] train_loss=0.6386 acc=0.7044 f1=0.7014 | val_loss=0.6886 acc=0.6888 f1=0.6839 | epoch_time=5.83s
[Fold 2][Epoch 075] train_loss=0.6400 acc=0.6955 f1=0.6923 | val_loss=0.6883 acc=0.6899 f1=0.6845 | epoch_time=5.77s
[Fold 2][Epoch 076] train_loss=0.6431 acc=0.6996 f1=0.6961 | val_loss=0.6885 acc=0.6888 f1=0.6832 | epoch_time=5.86s
[Fold 2][Epoch 077] train_loss=0.6480 acc=0.6930 f1=0.6893 | val_loss=0.6886 acc=0.6866 f1=0.6802 | epoch_time=5.85s
[Fold 2][Epoch 078] train_loss=0.6421 acc=0.7052 f1=0.7013 | val_loss=0.6886 acc=0.6877 f1=0.6818 | epoch_time=5.82s
[Fold 2][Epoch 079] train_loss=0.6443 acc=0.6966 f1=0.6928 | val_loss=0.6889 acc=0.6877 f1=0.6815 | epoch_time=5.85s
[Fold 2][Epoch 080] train_loss=0.6437 acc=0.7035 f1=0.6994 | val_loss=0.6888 acc=0.6888 f1=0.6828 | epoch_time=5.83s
[Fold 2][Epoch 081] train_loss=0.6421 acc=0.6971 f1=0.6939 | val_loss=0.6883 acc=0.6899 f1=0.6846 | epoch_time=5.80s
[Fold 2][Epoch 082] train_loss=0.6424 acc=0.7016 f1=0.6983 | val_loss=0.6884 acc=0.6899 f1=0.6843 | epoch_time=5.79s
[Fold 2][Epoch 083] train_loss=0.6416 acc=0.7038 f1=0.7003 | val_loss=0.6882 acc=0.6910 f1=0.6855 | epoch_time=5.80s
[Fold 2][Epoch 084] train_loss=0.6445 acc=0.7005 f1=0.6966 | val_loss=0.6882 acc=0.6899 f1=0.6842 | epoch_time=5.82s
[Fold 2][Epoch 085] train_loss=0.6428 acc=0.6977 f1=0.6936 | val_loss=0.6882 acc=0.6899 f1=0.6845 | epoch_time=5.76s
[Fold 2][Epoch 086] train_loss=0.6414 acc=0.7013 f1=0.6975 | val_loss=0.6881 acc=0.6899 f1=0.6845 | epoch_time=5.79s
[Fold 2][Epoch 087] train_loss=0.6407 acc=0.7002 f1=0.6965 | val_loss=0.6880 acc=0.6899 f1=0.6845 | epoch_time=5.82s
[Fold 2][Epoch 088] train_loss=0.6408 acc=0.7068 f1=0.7032 | val_loss=0.6878 acc=0.6910 f1=0.6858 | epoch_time=5.81s
[Fold 2][Epoch 089] train_loss=0.6434 acc=0.7030 f1=0.6998 | val_loss=0.6879 acc=0.6910 f1=0.6858 | epoch_time=5.83s
[Fold 2][Epoch 090] train_loss=0.6417 acc=0.7046 f1=0.7013 | val_loss=0.6878 acc=0.6910 f1=0.6858 | epoch_time=5.82s
[Fold 2][Epoch 091] train_loss=0.6411 acc=0.7077 f1=0.7041 | val_loss=0.6878 acc=0.6888 f1=0.6836 | epoch_time=5.84s
[Fold 2][Epoch 092] train_loss=0.6417 acc=0.6988 f1=0.6951 | val_loss=0.6876 acc=0.6888 f1=0.6836 | epoch_time=5.81s
[Fold 2][Epoch 093] train_loss=0.6414 acc=0.7057 f1=0.7022 | val_loss=0.6875 acc=0.6899 f1=0.6850 | epoch_time=5.83s
[Fold 2][Epoch 094] train_loss=0.6404 acc=0.7019 f1=0.6989 | val_loss=0.6874 acc=0.6899 f1=0.6848 | epoch_time=5.82s
[Fold 2][Epoch 095] train_loss=0.6436 acc=0.7019 f1=0.6982 | val_loss=0.6874 acc=0.6899 f1=0.6848 | epoch_time=5.79s
[Fold 2][Epoch 096] train_loss=0.6390 acc=0.7032 f1=0.7001 | val_loss=0.6873 acc=0.6921 f1=0.6873 | epoch_time=5.80s
[Fold 2][Epoch 097] train_loss=0.6424 acc=0.6999 f1=0.6968 | val_loss=0.6874 acc=0.6910 f1=0.6861 | epoch_time=5.84s
[Fold 2][Epoch 098] train_loss=0.6411 acc=0.7019 f1=0.6982 | val_loss=0.6874 acc=0.6910 f1=0.6861 | epoch_time=5.80s
[Fold 2][Epoch 099] train_loss=0.6425 acc=0.6960 f1=0.6929 | val_loss=0.6875 acc=0.6910 f1=0.6861 | epoch_time=5.83s
[Fold 2][Epoch 100] train_loss=0.6428 acc=0.7035 f1=0.7001 | val_loss=0.6874 acc=0.6910 f1=0.6862 | epoch_time=5.80s
[Fold 2][Epoch 101] train_loss=0.6424 acc=0.7024 f1=0.6991 | val_loss=0.6874 acc=0.6910 f1=0.6862 | epoch_time=5.78s
[Fold 2][Epoch 102] train_loss=0.6400 acc=0.7016 f1=0.6982 | val_loss=0.6873 acc=0.6921 f1=0.6875 | epoch_time=5.85s
[Fold 2][Epoch 103] train_loss=0.6397 acc=0.7032 f1=0.7001 | val_loss=0.6874 acc=0.6910 f1=0.6862 | epoch_time=5.81s
[Fold 2][Epoch 104] train_loss=0.6390 acc=0.7005 f1=0.6967 | val_loss=0.6874 acc=0.6932 f1=0.6884 | epoch_time=5.79s
[Fold 2][Epoch 105] train_loss=0.6401 acc=0.7024 f1=0.6988 | val_loss=0.6874 acc=0.6932 f1=0.6884 | epoch_time=5.84s
[Fold 2][Epoch 106] train_loss=0.6394 acc=0.6980 f1=0.6941 | val_loss=0.6874 acc=0.6932 f1=0.6884 | epoch_time=5.82s
[Fold 2][Epoch 107] train_loss=0.6424 acc=0.7016 f1=0.6983 | val_loss=0.6875 acc=0.6921 f1=0.6872 | epoch_time=5.80s
[Fold 2][Epoch 108] train_loss=0.6419 acc=0.7002 f1=0.6966 | val_loss=0.6875 acc=0.6921 f1=0.6872 | epoch_time=5.84s
[Fold 2][Epoch 109] train_loss=0.6414 acc=0.7032 f1=0.7000 | val_loss=0.6875 acc=0.6921 f1=0.6872 | epoch_time=5.82s
[Fold 2][Epoch 110] train_loss=0.6383 acc=0.7032 f1=0.6999 | val_loss=0.6875 acc=0.6921 f1=0.6872 | epoch_time=5.82s
[Fold 2][Epoch 111] train_loss=0.6418 acc=0.7074 f1=0.7043 | val_loss=0.6875 acc=0.6910 f1=0.6860 | epoch_time=5.85s
Early stopping at epoch 111 (best=96)
Total training time: 646.83s
