[Fold 5][Epoch 001] train_loss=1.0005 acc=0.4471 f1=0.4506 | val_loss=0.9141 acc=0.5266 f1=0.4909 | epoch_time=5.76s
[Fold 5][Epoch 053] train_loss=0.6684 acc=0.6859 f1=0.6803 | val_loss=0.7370 acc=0.6552 f1=0.6515 | epoch_time=5.80s
[Fold 5][Epoch 054] train_loss=0.6693 acc=0.6864 f1=0.6815 | val_loss=0.7407 acc=0.6630 f1=0.6591 | epoch_time=5.83s
[Fold 5][Epoch 055] train_loss=0.6675 acc=0.6809 f1=0.6772 | val_loss=0.7353 acc=0.6707 f1=0.6683 | epoch_time=5.78s
[Fold 5][Epoch 056] train_loss=0.6669 acc=0.6873 f1=0.6846 | val_loss=0.7332 acc=0.6707 f1=0.6678 | epoch_time=5.81s
[Fold 5][Epoch 057] train_loss=0.6661 acc=0.6925 f1=0.6893 | val_loss=0.7370 acc=0.6652 f1=0.6620 | epoch_time=5.78s
[Fold 5][Epoch 058] train_loss=0.6687 acc=0.6861 f1=0.6833 | val_loss=0.7397 acc=0.6619 f1=0.6583 | epoch_time=5.83s
[Fold 5][Epoch 059] train_loss=0.6641 acc=0.6936 f1=0.6904 | val_loss=0.7354 acc=0.6663 f1=0.6616 | epoch_time=5.78s
[Fold 5][Epoch 060] train_loss=0.6644 acc=0.6834 f1=0.6778 | val_loss=0.7338 acc=0.6674 f1=0.6627 | epoch_time=5.79s
[Fold 5][Epoch 061] train_loss=0.6637 acc=0.6925 f1=0.6876 | val_loss=0.7336 acc=0.6674 f1=0.6629 | epoch_time=5.79s
[Fold 5][Epoch 062] train_loss=0.6644 acc=0.6958 f1=0.6913 | val_loss=0.7357 acc=0.6674 f1=0.6633 | epoch_time=5.77s
[Fold 5][Epoch 063] train_loss=0.6652 acc=0.6911 f1=0.6877 | val_loss=0.7357 acc=0.6663 f1=0.6631 | epoch_time=5.81s
[Fold 5][Epoch 064] train_loss=0.6612 acc=0.6956 f1=0.6916 | val_loss=0.7367 acc=0.6663 f1=0.6620 | epoch_time=5.77s
[Fold 5][Epoch 065] train_loss=0.6633 acc=0.6922 f1=0.6867 | val_loss=0.7377 acc=0.6674 f1=0.6631 | epoch_time=5.81s
[Fold 5][Epoch 066] train_loss=0.6642 acc=0.6947 f1=0.6899 | val_loss=0.7359 acc=0.6641 f1=0.6601 | epoch_time=5.80s
[Fold 5][Epoch 067] train_loss=0.6644 acc=0.6909 f1=0.6874 | val_loss=0.7349 acc=0.6685 f1=0.6653 | epoch_time=5.81s
[Fold 5][Epoch 068] train_loss=0.6648 acc=0.6922 f1=0.6887 | val_loss=0.7348 acc=0.6685 f1=0.6656 | epoch_time=5.80s
[Fold 5][Epoch 069] train_loss=0.6633 acc=0.6936 f1=0.6900 | val_loss=0.7354 acc=0.6663 f1=0.6628 | epoch_time=5.80s
[Fold 5][Epoch 070] train_loss=0.6653 acc=0.6911 f1=0.6874 | val_loss=0.7354 acc=0.6641 f1=0.6607 | epoch_time=5.77s
[Fold 5][Epoch 071] train_loss=0.6615 acc=0.6967 f1=0.6928 | val_loss=0.7352 acc=0.6663 f1=0.6631 | epoch_time=5.78s
Early stopping at epoch 71 (best=56)
Total training time: 411.53s
