[Fold 1][Epoch 001] train_loss=0.9325 acc=0.5215 f1=0.5084 | val_loss=0.7995 acc=0.5539 f1=0.4464 | epoch_time=7.09s
[Fold 1][Epoch 014] train_loss=0.7044 acc=0.6618 f1=0.6406 | val_loss=0.7011 acc=0.6607 f1=0.6460 | epoch_time=6.49s
[Fold 1][Epoch 015] train_loss=0.7030 acc=0.6640 f1=0.6406 | val_loss=0.6982 acc=0.6577 f1=0.6420 | epoch_time=6.45s
[Fold 1][Epoch 016] train_loss=0.7001 acc=0.6543 f1=0.6282 | val_loss=0.6862 acc=0.6727 f1=0.6521 | epoch_time=6.47s
[Fold 1][Epoch 017] train_loss=0.6915 acc=0.6675 f1=0.6468 | val_loss=0.6873 acc=0.6687 f1=0.6444 | epoch_time=6.45s
[Fold 1][Epoch 018] train_loss=0.6822 acc=0.6720 f1=0.6506 | val_loss=0.6838 acc=0.6697 f1=0.6490 | epoch_time=6.45s
[Fold 1][Epoch 019] train_loss=0.6800 acc=0.6742 f1=0.6526 | val_loss=0.6855 acc=0.6697 f1=0.6542 | epoch_time=6.50s
[Fold 1][Epoch 020] train_loss=0.6790 acc=0.6677 f1=0.6475 | val_loss=0.6857 acc=0.6707 f1=0.6499 | epoch_time=6.45s
[Fold 1][Epoch 021] train_loss=0.6831 acc=0.6680 f1=0.6489 | val_loss=0.7045 acc=0.6547 f1=0.6198 | epoch_time=6.46s
[Fold 1][Epoch 022] train_loss=0.6898 acc=0.6608 f1=0.6387 | val_loss=0.6750 acc=0.6826 f1=0.6650 | epoch_time=6.49s
[Fold 1][Epoch 023] train_loss=0.6687 acc=0.6815 f1=0.6656 | val_loss=0.6773 acc=0.6896 f1=0.6640 | epoch_time=6.45s
[Fold 1][Epoch 024] train_loss=0.6610 acc=0.6830 f1=0.6628 | val_loss=0.6734 acc=0.6896 f1=0.6746 | epoch_time=6.48s
[Fold 1][Epoch 025] train_loss=0.6489 acc=0.6960 f1=0.6792 | val_loss=0.6747 acc=0.6856 f1=0.6661 | epoch_time=6.45s
[Fold 1][Epoch 026] train_loss=0.6662 acc=0.6832 f1=0.6652 | val_loss=0.6767 acc=0.6846 f1=0.6587 | epoch_time=6.46s
[Fold 1][Epoch 027] train_loss=0.6599 acc=0.6842 f1=0.6674 | val_loss=0.6655 acc=0.6916 f1=0.6763 | epoch_time=6.44s
[Fold 1][Epoch 028] train_loss=0.6473 acc=0.6902 f1=0.6754 | val_loss=0.6745 acc=0.6826 f1=0.6567 | epoch_time=6.45s
[Fold 1][Epoch 029] train_loss=0.6405 acc=0.6897 f1=0.6732 | val_loss=0.6663 acc=0.7026 f1=0.6817 | epoch_time=6.45s
[Fold 1][Epoch 030] train_loss=0.6464 acc=0.6877 f1=0.6708 | val_loss=0.6644 acc=0.6916 f1=0.6749 | epoch_time=6.48s
[Fold 1][Epoch 031] train_loss=0.6338 acc=0.6952 f1=0.6785 | val_loss=0.6588 acc=0.7086 f1=0.6922 | epoch_time=6.46s
[Fold 1][Epoch 032] train_loss=0.6275 acc=0.7039 f1=0.6880 | val_loss=0.6574 acc=0.6976 f1=0.6827 | epoch_time=6.42s
[Fold 1][Epoch 033] train_loss=0.6229 acc=0.7147 f1=0.7000 | val_loss=0.6514 acc=0.6966 f1=0.6830 | epoch_time=6.44s
[Fold 1][Epoch 034] train_loss=0.6233 acc=0.7004 f1=0.6845 | val_loss=0.6493 acc=0.6926 f1=0.6737 | epoch_time=6.47s
[Fold 1][Epoch 035] train_loss=0.6228 acc=0.7049 f1=0.6898 | val_loss=0.6553 acc=0.6996 f1=0.6855 | epoch_time=6.59s
[Fold 1][Epoch 036] train_loss=0.6220 acc=0.7062 f1=0.6923 | val_loss=0.6553 acc=0.7066 f1=0.6974 | epoch_time=6.50s
[Fold 1][Epoch 037] train_loss=0.6115 acc=0.7054 f1=0.6897 | val_loss=0.6690 acc=0.6866 f1=0.6745 | epoch_time=6.49s
[Fold 1][Epoch 038] train_loss=0.6031 acc=0.7214 f1=0.7083 | val_loss=0.6511 acc=0.6966 f1=0.6807 | epoch_time=6.44s
[Fold 1][Epoch 039] train_loss=0.5998 acc=0.7174 f1=0.7018 | val_loss=0.6471 acc=0.6966 f1=0.6810 | epoch_time=6.44s
[Fold 1][Epoch 040] train_loss=0.5936 acc=0.7257 f1=0.7114 | val_loss=0.6517 acc=0.6936 f1=0.6807 | epoch_time=6.45s
[Fold 1][Epoch 041] train_loss=0.5923 acc=0.7229 f1=0.7096 | val_loss=0.6527 acc=0.6986 f1=0.6846 | epoch_time=6.47s
[Fold 1][Epoch 042] train_loss=0.5931 acc=0.7224 f1=0.7088 | val_loss=0.6470 acc=0.6956 f1=0.6811 | epoch_time=6.45s
[Fold 1][Epoch 043] train_loss=0.5991 acc=0.7139 f1=0.6991 | val_loss=0.6501 acc=0.6936 f1=0.6767 | epoch_time=6.44s
[Fold 1][Epoch 044] train_loss=0.5997 acc=0.7184 f1=0.7050 | val_loss=0.6547 acc=0.6936 f1=0.6722 | epoch_time=6.50s
[Fold 1][Epoch 045] train_loss=0.5904 acc=0.7224 f1=0.7082 | val_loss=0.6514 acc=0.6986 f1=0.6771 | epoch_time=6.46s
[Fold 1][Epoch 046] train_loss=0.5885 acc=0.7232 f1=0.7100 | val_loss=0.6610 acc=0.6766 f1=0.6477 | epoch_time=6.41s
[Fold 1][Epoch 047] train_loss=0.5808 acc=0.7267 f1=0.7111 | val_loss=0.6481 acc=0.7056 f1=0.6942 | epoch_time=6.46s
[Fold 1][Epoch 048] train_loss=0.5786 acc=0.7329 f1=0.7201 | val_loss=0.6520 acc=0.6976 f1=0.6812 | epoch_time=6.47s
[Fold 1][Epoch 049] train_loss=0.5788 acc=0.7274 f1=0.7143 | val_loss=0.6552 acc=0.7026 f1=0.6910 | epoch_time=6.46s
[Fold 1][Epoch 050] train_loss=0.5748 acc=0.7332 f1=0.7195 | val_loss=0.6443 acc=0.7036 f1=0.6919 | epoch_time=6.46s
[Fold 1][Epoch 051] train_loss=0.5750 acc=0.7329 f1=0.7211 | val_loss=0.6439 acc=0.7176 f1=0.7060 | epoch_time=6.44s
[Fold 1][Epoch 052] train_loss=0.5752 acc=0.7411 f1=0.7285 | val_loss=0.6465 acc=0.7086 f1=0.6941 | epoch_time=6.44s
[Fold 1][Epoch 053] train_loss=0.5724 acc=0.7297 f1=0.7164 | val_loss=0.6493 acc=0.7006 f1=0.6888 | epoch_time=6.45s
[Fold 1][Epoch 054] train_loss=0.5695 acc=0.7344 f1=0.7214 | val_loss=0.6477 acc=0.7096 f1=0.6950 | epoch_time=6.41s
[Fold 1][Epoch 055] train_loss=0.5678 acc=0.7389 f1=0.7260 | val_loss=0.6497 acc=0.7126 f1=0.7022 | epoch_time=6.49s
[Fold 1][Epoch 056] train_loss=0.5655 acc=0.7384 f1=0.7274 | val_loss=0.6476 acc=0.7056 f1=0.6916 | epoch_time=6.48s
[Fold 1][Epoch 057] train_loss=0.5694 acc=0.7406 f1=0.7278 | val_loss=0.6451 acc=0.7096 f1=0.6973 | epoch_time=6.45s
[Fold 1][Epoch 058] train_loss=0.5680 acc=0.7396 f1=0.7272 | val_loss=0.6455 acc=0.7046 f1=0.6914 | epoch_time=6.47s
[Fold 1][Epoch 059] train_loss=0.5618 acc=0.7396 f1=0.7267 | val_loss=0.6455 acc=0.7096 f1=0.6958 | epoch_time=6.45s
[Fold 1][Epoch 060] train_loss=0.5620 acc=0.7411 f1=0.7289 | val_loss=0.6455 acc=0.7056 f1=0.6934 | epoch_time=6.47s
[Fold 1][Epoch 061] train_loss=0.5644 acc=0.7381 f1=0.7258 | val_loss=0.6450 acc=0.7076 f1=0.6939 | epoch_time=6.46s
[Fold 1][Epoch 062] train_loss=0.5606 acc=0.7416 f1=0.7288 | val_loss=0.6452 acc=0.7076 f1=0.6932 | epoch_time=6.46s
[Fold 1][Epoch 063] train_loss=0.5583 acc=0.7414 f1=0.7289 | val_loss=0.6460 acc=0.7036 f1=0.6907 | epoch_time=6.43s
[Fold 1][Epoch 064] train_loss=0.5588 acc=0.7461 f1=0.7344 | val_loss=0.6463 acc=0.7056 f1=0.6917 | epoch_time=6.43s
[Fold 1][Epoch 065] train_loss=0.5546 acc=0.7441 f1=0.7323 | val_loss=0.6448 acc=0.7096 f1=0.6961 | epoch_time=6.43s
[Fold 1][Epoch 066] train_loss=0.5609 acc=0.7404 f1=0.7268 | val_loss=0.6454 acc=0.7096 f1=0.6966 | epoch_time=6.45s
Early stopping at epoch 66 (best=51)
Total training time: 427.09s
