[Fold 3][Epoch 001] train_loss=0.9455 acc=0.5182 f1=0.4944 | val_loss=0.8309 acc=0.5549 f1=0.4350 | epoch_time=6.44s
[Fold 3][Epoch 017] train_loss=0.6829 acc=0.6750 f1=0.6566 | val_loss=0.7109 acc=0.6507 f1=0.6274 | epoch_time=6.47s
[Fold 3][Epoch 018] train_loss=0.6745 acc=0.6807 f1=0.6631 | val_loss=0.7055 acc=0.6447 f1=0.6164 | epoch_time=6.47s
[Fold 3][Epoch 019] train_loss=0.6867 acc=0.6660 f1=0.6476 | val_loss=0.7032 acc=0.6557 f1=0.6315 | epoch_time=6.43s
[Fold 3][Epoch 020] train_loss=0.6801 acc=0.6780 f1=0.6589 | val_loss=0.6940 acc=0.6557 f1=0.6297 | epoch_time=6.47s
[Fold 3][Epoch 021] train_loss=0.6758 acc=0.6772 f1=0.6621 | val_loss=0.6953 acc=0.6707 f1=0.6450 | epoch_time=6.45s
[Fold 3][Epoch 022] train_loss=0.6682 acc=0.6802 f1=0.6610 | val_loss=0.6927 acc=0.6647 f1=0.6506 | epoch_time=6.46s
[Fold 3][Epoch 023] train_loss=0.6587 acc=0.6895 f1=0.6722 | val_loss=0.6976 acc=0.6567 f1=0.6303 | epoch_time=6.45s
[Fold 3][Epoch 024] train_loss=0.6567 acc=0.6932 f1=0.6773 | val_loss=0.6996 acc=0.6527 f1=0.6141 | epoch_time=6.48s
[Fold 3][Epoch 025] train_loss=0.6460 acc=0.6942 f1=0.6764 | val_loss=0.7032 acc=0.6647 f1=0.6287 | epoch_time=6.44s
[Fold 3][Epoch 026] train_loss=0.6508 acc=0.6912 f1=0.6749 | val_loss=0.6903 acc=0.6537 f1=0.6277 | epoch_time=6.49s
[Fold 3][Epoch 027] train_loss=0.6542 acc=0.6950 f1=0.6776 | val_loss=0.6791 acc=0.6667 f1=0.6435 | epoch_time=6.51s
[Fold 3][Epoch 028] train_loss=0.6526 acc=0.6912 f1=0.6755 | val_loss=0.6916 acc=0.6627 f1=0.6360 | epoch_time=6.48s
[Fold 3][Epoch 029] train_loss=0.6595 acc=0.6832 f1=0.6676 | val_loss=0.7120 acc=0.6567 f1=0.6257 | epoch_time=6.41s
[Fold 3][Epoch 030] train_loss=0.6438 acc=0.6927 f1=0.6771 | val_loss=0.6945 acc=0.6527 f1=0.6179 | epoch_time=6.46s
[Fold 3][Epoch 031] train_loss=0.6337 acc=0.7002 f1=0.6842 | val_loss=0.6950 acc=0.6687 f1=0.6465 | epoch_time=6.44s
[Fold 3][Epoch 032] train_loss=0.6304 acc=0.7102 f1=0.6948 | val_loss=0.6845 acc=0.6747 f1=0.6501 | epoch_time=6.44s
[Fold 3][Epoch 033] train_loss=0.6290 acc=0.7052 f1=0.6907 | val_loss=0.6900 acc=0.6557 f1=0.6234 | epoch_time=6.46s
[Fold 3][Epoch 034] train_loss=0.6193 acc=0.7169 f1=0.7018 | val_loss=0.6837 acc=0.6687 f1=0.6408 | epoch_time=6.45s
[Fold 3][Epoch 035] train_loss=0.6183 acc=0.7117 f1=0.6968 | val_loss=0.6726 acc=0.6697 f1=0.6477 | epoch_time=6.44s
[Fold 3][Epoch 036] train_loss=0.6135 acc=0.7172 f1=0.7040 | val_loss=0.6798 acc=0.6737 f1=0.6498 | epoch_time=6.45s
[Fold 3][Epoch 037] train_loss=0.6139 acc=0.7099 f1=0.6950 | val_loss=0.6747 acc=0.6776 f1=0.6536 | epoch_time=6.43s
[Fold 3][Epoch 038] train_loss=0.6104 acc=0.7184 f1=0.7034 | val_loss=0.6745 acc=0.6836 f1=0.6742 | epoch_time=6.46s
[Fold 3][Epoch 039] train_loss=0.6057 acc=0.7137 f1=0.6996 | val_loss=0.6850 acc=0.6657 f1=0.6345 | epoch_time=6.46s
[Fold 3][Epoch 040] train_loss=0.6056 acc=0.7169 f1=0.7045 | val_loss=0.6773 acc=0.6727 f1=0.6504 | epoch_time=6.42s
[Fold 3][Epoch 041] train_loss=0.6048 acc=0.7212 f1=0.7062 | val_loss=0.6690 acc=0.6776 f1=0.6608 | epoch_time=6.47s
[Fold 3][Epoch 042] train_loss=0.6036 acc=0.7219 f1=0.7092 | val_loss=0.6751 acc=0.6796 f1=0.6567 | epoch_time=6.46s
[Fold 3][Epoch 043] train_loss=0.5988 acc=0.7182 f1=0.7034 | val_loss=0.6746 acc=0.6796 f1=0.6631 | epoch_time=6.46s
[Fold 3][Epoch 044] train_loss=0.5964 acc=0.7274 f1=0.7136 | val_loss=0.6721 acc=0.6756 f1=0.6525 | epoch_time=6.45s
[Fold 3][Epoch 045] train_loss=0.5987 acc=0.7257 f1=0.7125 | val_loss=0.6690 acc=0.6866 f1=0.6673 | epoch_time=6.44s
[Fold 3][Epoch 046] train_loss=0.5978 acc=0.7277 f1=0.7135 | val_loss=0.6680 acc=0.6796 f1=0.6578 | epoch_time=6.45s
[Fold 3][Epoch 047] train_loss=0.5957 acc=0.7262 f1=0.7127 | val_loss=0.6681 acc=0.6886 f1=0.6702 | epoch_time=6.42s
[Fold 3][Epoch 048] train_loss=0.5925 acc=0.7269 f1=0.7129 | val_loss=0.6702 acc=0.6776 f1=0.6542 | epoch_time=6.47s
[Fold 3][Epoch 049] train_loss=0.5928 acc=0.7324 f1=0.7195 | val_loss=0.6680 acc=0.6836 f1=0.6634 | epoch_time=6.43s
[Fold 3][Epoch 050] train_loss=0.5884 acc=0.7351 f1=0.7214 | val_loss=0.6675 acc=0.6856 f1=0.6649 | epoch_time=6.45s
[Fold 3][Epoch 051] train_loss=0.5928 acc=0.7272 f1=0.7135 | val_loss=0.6666 acc=0.6856 f1=0.6649 | epoch_time=6.56s
[Fold 3][Epoch 052] train_loss=0.5925 acc=0.7332 f1=0.7198 | val_loss=0.6676 acc=0.6866 f1=0.6675 | epoch_time=6.48s
[Fold 3][Epoch 053] train_loss=0.5882 acc=0.7317 f1=0.7181 | val_loss=0.6649 acc=0.6866 f1=0.6670 | epoch_time=6.45s
[Fold 3][Epoch 054] train_loss=0.5893 acc=0.7237 f1=0.7092 | val_loss=0.6675 acc=0.6846 f1=0.6639 | epoch_time=6.48s
[Fold 3][Epoch 055] train_loss=0.5929 acc=0.7264 f1=0.7130 | val_loss=0.6657 acc=0.6886 f1=0.6695 | epoch_time=6.50s
[Fold 3][Epoch 056] train_loss=0.5899 acc=0.7312 f1=0.7177 | val_loss=0.6663 acc=0.6896 f1=0.6705 | epoch_time=6.46s
[Fold 3][Epoch 057] train_loss=0.5894 acc=0.7269 f1=0.7125 | val_loss=0.6662 acc=0.6866 f1=0.6662 | epoch_time=6.42s
[Fold 3][Epoch 058] train_loss=0.5920 acc=0.7262 f1=0.7117 | val_loss=0.6653 acc=0.6846 f1=0.6637 | epoch_time=6.42s
[Fold 3][Epoch 059] train_loss=0.5888 acc=0.7292 f1=0.7160 | val_loss=0.6655 acc=0.6876 f1=0.6672 | epoch_time=6.43s
[Fold 3][Epoch 060] train_loss=0.5864 acc=0.7304 f1=0.7161 | val_loss=0.6650 acc=0.6866 f1=0.6664 | epoch_time=6.45s
[Fold 3][Epoch 061] train_loss=0.5877 acc=0.7289 f1=0.7172 | val_loss=0.6658 acc=0.6876 f1=0.6683 | epoch_time=6.46s
[Fold 3][Epoch 062] train_loss=0.5874 acc=0.7312 f1=0.7178 | val_loss=0.6662 acc=0.6856 f1=0.6653 | epoch_time=6.51s
[Fold 3][Epoch 063] train_loss=0.5877 acc=0.7299 f1=0.7158 | val_loss=0.6656 acc=0.6876 f1=0.6670 | epoch_time=6.41s
[Fold 3][Epoch 064] train_loss=0.5860 acc=0.7322 f1=0.7188 | val_loss=0.6650 acc=0.6896 f1=0.6705 | epoch_time=6.44s
[Fold 3][Epoch 065] train_loss=0.5855 acc=0.7396 f1=0.7265 | val_loss=0.6662 acc=0.6856 f1=0.6647 | epoch_time=6.43s
[Fold 3][Epoch 066] train_loss=0.5854 acc=0.7329 f1=0.7196 | val_loss=0.6658 acc=0.6866 f1=0.6660 | epoch_time=6.48s
[Fold 3][Epoch 067] train_loss=0.5890 acc=0.7274 f1=0.7134 | val_loss=0.6653 acc=0.6866 f1=0.6666 | epoch_time=6.45s
[Fold 3][Epoch 068] train_loss=0.5813 acc=0.7379 f1=0.7251 | val_loss=0.6654 acc=0.6856 f1=0.6649 | epoch_time=6.47s
Early stopping at epoch 68 (best=53)
Total training time: 438.88s
