[Fold 5][Epoch 001] train_loss=0.9443 acc=0.4939 f1=0.4844 | val_loss=0.8357 acc=0.5634 f1=0.4432 | epoch_time=6.47s
[Fold 5][Epoch 032] train_loss=0.6445 acc=0.6930 f1=0.6769 | val_loss=0.6453 acc=0.6933 f1=0.6821 | epoch_time=6.39s
[Fold 5][Epoch 033] train_loss=0.6379 acc=0.6943 f1=0.6787 | val_loss=0.6580 acc=0.6933 f1=0.6789 | epoch_time=6.47s
[Fold 5][Epoch 034] train_loss=0.6401 acc=0.6950 f1=0.6789 | val_loss=0.6411 acc=0.7133 f1=0.7005 | epoch_time=6.41s
[Fold 5][Epoch 035] train_loss=0.6405 acc=0.6920 f1=0.6762 | val_loss=0.6531 acc=0.6953 f1=0.6768 | epoch_time=6.45s
[Fold 5][Epoch 036] train_loss=0.6304 acc=0.7003 f1=0.6849 | val_loss=0.6479 acc=0.6883 f1=0.6772 | epoch_time=6.47s
[Fold 5][Epoch 037] train_loss=0.6268 acc=0.7025 f1=0.6881 | val_loss=0.6455 acc=0.7053 f1=0.6939 | epoch_time=6.43s
[Fold 5][Epoch 038] train_loss=0.6220 acc=0.7020 f1=0.6872 | val_loss=0.6307 acc=0.7023 f1=0.6858 | epoch_time=6.45s
[Fold 5][Epoch 039] train_loss=0.6226 acc=0.7063 f1=0.6899 | val_loss=0.6601 acc=0.6873 f1=0.6815 | epoch_time=6.43s
[Fold 5][Epoch 040] train_loss=0.6177 acc=0.7108 f1=0.6965 | val_loss=0.6429 acc=0.6933 f1=0.6893 | epoch_time=6.44s
[Fold 5][Epoch 041] train_loss=0.6166 acc=0.7150 f1=0.7010 | val_loss=0.6297 acc=0.7073 f1=0.6997 | epoch_time=6.46s
[Fold 5][Epoch 042] train_loss=0.6137 acc=0.7073 f1=0.6928 | val_loss=0.6404 acc=0.7083 f1=0.7027 | epoch_time=6.45s
[Fold 5][Epoch 043] train_loss=0.6130 acc=0.7113 f1=0.6969 | val_loss=0.6349 acc=0.7053 f1=0.6932 | epoch_time=6.43s
[Fold 5][Epoch 044] train_loss=0.6096 acc=0.7172 f1=0.7034 | val_loss=0.6295 acc=0.7143 f1=0.7045 | epoch_time=6.42s
[Fold 5][Epoch 045] train_loss=0.6058 acc=0.7152 f1=0.7016 | val_loss=0.6223 acc=0.7223 f1=0.7091 | epoch_time=6.46s
[Fold 5][Epoch 046] train_loss=0.6015 acc=0.7115 f1=0.6949 | val_loss=0.6255 acc=0.7003 f1=0.6898 | epoch_time=6.48s
[Fold 5][Epoch 047] train_loss=0.6066 acc=0.7162 f1=0.7040 | val_loss=0.6665 acc=0.6803 f1=0.6786 | epoch_time=6.38s
[Fold 5][Epoch 048] train_loss=0.5964 acc=0.7143 f1=0.6998 | val_loss=0.6333 acc=0.7143 f1=0.7098 | epoch_time=6.45s
[Fold 5][Epoch 049] train_loss=0.5999 acc=0.7128 f1=0.6989 | val_loss=0.6159 acc=0.7283 f1=0.7189 | epoch_time=6.45s
[Fold 5][Epoch 050] train_loss=0.5879 acc=0.7267 f1=0.7137 | val_loss=0.6218 acc=0.7013 f1=0.6909 | epoch_time=6.45s
[Fold 5][Epoch 051] train_loss=0.5832 acc=0.7317 f1=0.7201 | val_loss=0.6354 acc=0.6973 f1=0.6824 | epoch_time=6.40s
[Fold 5][Epoch 052] train_loss=0.5876 acc=0.7287 f1=0.7145 | val_loss=0.6168 acc=0.7103 f1=0.6967 | epoch_time=6.44s
[Fold 5][Epoch 053] train_loss=0.5814 acc=0.7255 f1=0.7119 | val_loss=0.6088 acc=0.7263 f1=0.7184 | epoch_time=6.43s
[Fold 5][Epoch 054] train_loss=0.5763 acc=0.7285 f1=0.7164 | val_loss=0.6109 acc=0.7033 f1=0.6952 | epoch_time=6.37s
[Fold 5][Epoch 055] train_loss=0.5803 acc=0.7320 f1=0.7194 | val_loss=0.6217 acc=0.7133 f1=0.6956 | epoch_time=6.48s
[Fold 5][Epoch 056] train_loss=0.5787 acc=0.7327 f1=0.7201 | val_loss=0.6171 acc=0.7143 f1=0.7012 | epoch_time=6.51s
[Fold 5][Epoch 057] train_loss=0.5772 acc=0.7317 f1=0.7200 | val_loss=0.6356 acc=0.6943 f1=0.6807 | epoch_time=6.43s
[Fold 5][Epoch 058] train_loss=0.5773 acc=0.7355 f1=0.7232 | val_loss=0.6181 acc=0.7053 f1=0.6917 | epoch_time=6.40s
[Fold 5][Epoch 059] train_loss=0.5645 acc=0.7390 f1=0.7257 | val_loss=0.6121 acc=0.7183 f1=0.7089 | epoch_time=6.43s
[Fold 5][Epoch 060] train_loss=0.5618 acc=0.7477 f1=0.7348 | val_loss=0.6065 acc=0.7103 f1=0.7021 | epoch_time=6.42s
[Fold 5][Epoch 061] train_loss=0.5561 acc=0.7457 f1=0.7343 | val_loss=0.6057 acc=0.7203 f1=0.7071 | epoch_time=6.56s
[Fold 5][Epoch 062] train_loss=0.5548 acc=0.7489 f1=0.7377 | val_loss=0.6002 acc=0.7283 f1=0.7172 | epoch_time=6.48s
[Fold 5][Epoch 063] train_loss=0.5530 acc=0.7477 f1=0.7359 | val_loss=0.6003 acc=0.7143 f1=0.6993 | epoch_time=6.43s
[Fold 5][Epoch 064] train_loss=0.5554 acc=0.7469 f1=0.7346 | val_loss=0.6017 acc=0.7173 f1=0.7057 | epoch_time=6.47s
[Fold 5][Epoch 065] train_loss=0.5452 acc=0.7477 f1=0.7353 | val_loss=0.6001 acc=0.7153 f1=0.7028 | epoch_time=6.51s
[Fold 5][Epoch 066] train_loss=0.5509 acc=0.7472 f1=0.7359 | val_loss=0.5925 acc=0.7243 f1=0.7113 | epoch_time=6.45s
[Fold 5][Epoch 067] train_loss=0.5478 acc=0.7547 f1=0.7430 | val_loss=0.5902 acc=0.7273 f1=0.7143 | epoch_time=6.44s
[Fold 5][Epoch 068] train_loss=0.5435 acc=0.7522 f1=0.7400 | val_loss=0.6044 acc=0.7113 f1=0.7045 | epoch_time=6.43s
[Fold 5][Epoch 069] train_loss=0.5472 acc=0.7489 f1=0.7380 | val_loss=0.6017 acc=0.7163 f1=0.7084 | epoch_time=6.48s
[Fold 5][Epoch 070] train_loss=0.5397 acc=0.7632 f1=0.7514 | val_loss=0.5944 acc=0.7183 f1=0.7057 | epoch_time=6.44s
[Fold 5][Epoch 071] train_loss=0.5478 acc=0.7492 f1=0.7374 | val_loss=0.6036 acc=0.7133 f1=0.7025 | epoch_time=6.44s
[Fold 5][Epoch 072] train_loss=0.5325 acc=0.7632 f1=0.7524 | val_loss=0.5952 acc=0.7183 f1=0.7098 | epoch_time=6.41s
[Fold 5][Epoch 073] train_loss=0.5334 acc=0.7629 f1=0.7516 | val_loss=0.5943 acc=0.7283 f1=0.7175 | epoch_time=6.41s
[Fold 5][Epoch 074] train_loss=0.5335 acc=0.7579 f1=0.7467 | val_loss=0.5950 acc=0.7223 f1=0.7108 | epoch_time=6.43s
[Fold 5][Epoch 075] train_loss=0.5290 acc=0.7667 f1=0.7564 | val_loss=0.5931 acc=0.7263 f1=0.7160 | epoch_time=6.47s
[Fold 5][Epoch 076] train_loss=0.5297 acc=0.7599 f1=0.7485 | val_loss=0.5930 acc=0.7233 f1=0.7129 | epoch_time=6.49s
[Fold 5][Epoch 077] train_loss=0.5260 acc=0.7707 f1=0.7606 | val_loss=0.5943 acc=0.7173 f1=0.7071 | epoch_time=6.40s
[Fold 5][Epoch 078] train_loss=0.5294 acc=0.7634 f1=0.7517 | val_loss=0.5919 acc=0.7253 f1=0.7162 | epoch_time=6.45s
[Fold 5][Epoch 079] train_loss=0.5230 acc=0.7624 f1=0.7510 | val_loss=0.5925 acc=0.7243 f1=0.7147 | epoch_time=6.44s
[Fold 5][Epoch 080] train_loss=0.5215 acc=0.7662 f1=0.7547 | val_loss=0.5913 acc=0.7253 f1=0.7144 | epoch_time=6.43s
[Fold 5][Epoch 081] train_loss=0.5212 acc=0.7756 f1=0.7660 | val_loss=0.5931 acc=0.7193 f1=0.7090 | epoch_time=6.46s
[Fold 5][Epoch 082] train_loss=0.5202 acc=0.7694 f1=0.7591 | val_loss=0.5918 acc=0.7193 f1=0.7085 | epoch_time=6.43s
Early stopping at epoch 82 (best=67)
Total training time: 528.94s
