[Fold 4][Epoch 001] train_loss=0.9585 acc=0.4866 f1=0.4819 | val_loss=0.8216 acc=0.5694 f1=0.4467 | epoch_time=6.46s
[Fold 4][Epoch 029] train_loss=0.6374 acc=0.6985 f1=0.6829 | val_loss=0.6775 acc=0.6743 f1=0.6587 | epoch_time=6.50s
[Fold 4][Epoch 030] train_loss=0.6321 acc=0.6995 f1=0.6835 | val_loss=0.6955 acc=0.6753 f1=0.6629 | epoch_time=6.48s
[Fold 4][Epoch 031] train_loss=0.6304 acc=0.7013 f1=0.6861 | val_loss=0.6690 acc=0.6753 f1=0.6588 | epoch_time=6.54s
[Fold 4][Epoch 032] train_loss=0.6220 acc=0.7105 f1=0.6943 | val_loss=0.6892 acc=0.6713 f1=0.6552 | epoch_time=6.43s
[Fold 4][Epoch 033] train_loss=0.6276 acc=0.7020 f1=0.6872 | val_loss=0.6803 acc=0.6683 f1=0.6510 | epoch_time=6.41s
[Fold 4][Epoch 034] train_loss=0.6192 acc=0.7125 f1=0.6975 | val_loss=0.6842 acc=0.6703 f1=0.6462 | epoch_time=6.44s
[Fold 4][Epoch 035] train_loss=0.6231 acc=0.7010 f1=0.6855 | val_loss=0.6894 acc=0.6683 f1=0.6529 | epoch_time=6.43s
[Fold 4][Epoch 036] train_loss=0.6055 acc=0.7242 f1=0.7109 | val_loss=0.6746 acc=0.6803 f1=0.6663 | epoch_time=6.45s
[Fold 4][Epoch 037] train_loss=0.6034 acc=0.7215 f1=0.7063 | val_loss=0.6737 acc=0.6843 f1=0.6709 | epoch_time=6.42s
[Fold 4][Epoch 038] train_loss=0.5992 acc=0.7247 f1=0.7110 | val_loss=0.6835 acc=0.6703 f1=0.6594 | epoch_time=6.50s
[Fold 4][Epoch 039] train_loss=0.5974 acc=0.7217 f1=0.7087 | val_loss=0.6650 acc=0.6923 f1=0.6770 | epoch_time=6.61s
[Fold 4][Epoch 040] train_loss=0.5944 acc=0.7247 f1=0.7120 | val_loss=0.6705 acc=0.6843 f1=0.6644 | epoch_time=6.45s
[Fold 4][Epoch 041] train_loss=0.5989 acc=0.7215 f1=0.7074 | val_loss=0.6748 acc=0.6773 f1=0.6610 | epoch_time=6.47s
[Fold 4][Epoch 042] train_loss=0.5913 acc=0.7232 f1=0.7101 | val_loss=0.6671 acc=0.6963 f1=0.6843 | epoch_time=6.47s
[Fold 4][Epoch 043] train_loss=0.5926 acc=0.7270 f1=0.7131 | val_loss=0.6709 acc=0.6903 f1=0.6778 | epoch_time=6.44s
[Fold 4][Epoch 044] train_loss=0.5885 acc=0.7287 f1=0.7143 | val_loss=0.6660 acc=0.6883 f1=0.6739 | epoch_time=6.50s
[Fold 4][Epoch 045] train_loss=0.5823 acc=0.7315 f1=0.7187 | val_loss=0.6672 acc=0.6903 f1=0.6723 | epoch_time=6.49s
[Fold 4][Epoch 046] train_loss=0.5846 acc=0.7360 f1=0.7240 | val_loss=0.6641 acc=0.6843 f1=0.6680 | epoch_time=6.46s
[Fold 4][Epoch 047] train_loss=0.5831 acc=0.7282 f1=0.7149 | val_loss=0.6608 acc=0.6893 f1=0.6734 | epoch_time=6.46s
[Fold 4][Epoch 048] train_loss=0.5798 acc=0.7260 f1=0.7121 | val_loss=0.6649 acc=0.6893 f1=0.6739 | epoch_time=6.45s
[Fold 4][Epoch 049] train_loss=0.5821 acc=0.7277 f1=0.7154 | val_loss=0.6694 acc=0.6863 f1=0.6688 | epoch_time=6.47s
[Fold 4][Epoch 050] train_loss=0.5809 acc=0.7305 f1=0.7161 | val_loss=0.6607 acc=0.6923 f1=0.6785 | epoch_time=6.48s
[Fold 4][Epoch 051] train_loss=0.5780 acc=0.7337 f1=0.7220 | val_loss=0.6594 acc=0.6913 f1=0.6736 | epoch_time=6.46s
[Fold 4][Epoch 052] train_loss=0.5759 acc=0.7365 f1=0.7223 | val_loss=0.6619 acc=0.6973 f1=0.6833 | epoch_time=6.46s
[Fold 4][Epoch 053] train_loss=0.5782 acc=0.7340 f1=0.7222 | val_loss=0.6620 acc=0.6933 f1=0.6755 | epoch_time=6.48s
[Fold 4][Epoch 054] train_loss=0.5735 acc=0.7417 f1=0.7294 | val_loss=0.6582 acc=0.6893 f1=0.6737 | epoch_time=6.43s
[Fold 4][Epoch 055] train_loss=0.5767 acc=0.7370 f1=0.7241 | val_loss=0.6593 acc=0.6923 f1=0.6767 | epoch_time=6.44s
[Fold 4][Epoch 056] train_loss=0.5726 acc=0.7400 f1=0.7293 | val_loss=0.6610 acc=0.6893 f1=0.6740 | epoch_time=6.45s
[Fold 4][Epoch 057] train_loss=0.5718 acc=0.7375 f1=0.7243 | val_loss=0.6604 acc=0.6923 f1=0.6794 | epoch_time=6.42s
[Fold 4][Epoch 058] train_loss=0.5797 acc=0.7360 f1=0.7239 | val_loss=0.6650 acc=0.6773 f1=0.6586 | epoch_time=6.43s
[Fold 4][Epoch 059] train_loss=0.5700 acc=0.7320 f1=0.7182 | val_loss=0.6577 acc=0.6973 f1=0.6847 | epoch_time=6.45s
[Fold 4][Epoch 060] train_loss=0.5720 acc=0.7397 f1=0.7278 | val_loss=0.6626 acc=0.6953 f1=0.6758 | epoch_time=6.41s
[Fold 4][Epoch 061] train_loss=0.5661 acc=0.7335 f1=0.7216 | val_loss=0.6581 acc=0.6933 f1=0.6785 | epoch_time=6.47s
[Fold 4][Epoch 062] train_loss=0.5637 acc=0.7427 f1=0.7295 | val_loss=0.6586 acc=0.6953 f1=0.6810 | epoch_time=6.47s
[Fold 4][Epoch 063] train_loss=0.5632 acc=0.7434 f1=0.7307 | val_loss=0.6605 acc=0.6963 f1=0.6818 | epoch_time=6.46s
[Fold 4][Epoch 064] train_loss=0.5629 acc=0.7425 f1=0.7303 | val_loss=0.6591 acc=0.6963 f1=0.6822 | epoch_time=6.47s
[Fold 4][Epoch 065] train_loss=0.5630 acc=0.7439 f1=0.7320 | val_loss=0.6574 acc=0.6933 f1=0.6783 | epoch_time=6.46s
[Fold 4][Epoch 066] train_loss=0.5648 acc=0.7395 f1=0.7269 | val_loss=0.6574 acc=0.6963 f1=0.6815 | epoch_time=6.48s
[Fold 4][Epoch 067] train_loss=0.5618 acc=0.7502 f1=0.7386 | val_loss=0.6574 acc=0.6973 f1=0.6830 | epoch_time=6.54s
[Fold 4][Epoch 068] train_loss=0.5573 acc=0.7487 f1=0.7373 | val_loss=0.6585 acc=0.6923 f1=0.6767 | epoch_time=6.49s
[Fold 4][Epoch 069] train_loss=0.5630 acc=0.7454 f1=0.7331 | val_loss=0.6579 acc=0.6923 f1=0.6771 | epoch_time=6.45s
[Fold 4][Epoch 070] train_loss=0.5632 acc=0.7427 f1=0.7307 | val_loss=0.6576 acc=0.6933 f1=0.6785 | epoch_time=6.47s
[Fold 4][Epoch 071] train_loss=0.5626 acc=0.7375 f1=0.7247 | val_loss=0.6579 acc=0.6913 f1=0.6757 | epoch_time=6.41s
[Fold 4][Epoch 072] train_loss=0.5640 acc=0.7422 f1=0.7305 | val_loss=0.6577 acc=0.6983 f1=0.6841 | epoch_time=6.41s
[Fold 4][Epoch 073] train_loss=0.5594 acc=0.7479 f1=0.7362 | val_loss=0.6572 acc=0.6923 f1=0.6773 | epoch_time=6.50s
[Fold 4][Epoch 074] train_loss=0.5609 acc=0.7405 f1=0.7278 | val_loss=0.6564 acc=0.6933 f1=0.6785 | epoch_time=6.43s
[Fold 4][Epoch 075] train_loss=0.5581 acc=0.7457 f1=0.7336 | val_loss=0.6577 acc=0.6963 f1=0.6818 | epoch_time=6.51s
[Fold 4][Epoch 076] train_loss=0.5556 acc=0.7489 f1=0.7371 | val_loss=0.6570 acc=0.6943 f1=0.6792 | epoch_time=6.46s
[Fold 4][Epoch 077] train_loss=0.5638 acc=0.7407 f1=0.7286 | val_loss=0.6584 acc=0.6983 f1=0.6836 | epoch_time=6.49s
[Fold 4][Epoch 078] train_loss=0.5626 acc=0.7432 f1=0.7315 | val_loss=0.6567 acc=0.6953 f1=0.6808 | epoch_time=6.40s
[Fold 4][Epoch 079] train_loss=0.5591 acc=0.7489 f1=0.7373 | val_loss=0.6563 acc=0.6963 f1=0.6819 | epoch_time=6.41s
[Fold 4][Epoch 080] train_loss=0.5595 acc=0.7427 f1=0.7304 | val_loss=0.6570 acc=0.6983 f1=0.6839 | epoch_time=6.45s
[Fold 4][Epoch 081] train_loss=0.5556 acc=0.7507 f1=0.7386 | val_loss=0.6572 acc=0.6943 f1=0.6796 | epoch_time=6.49s
[Fold 4][Epoch 082] train_loss=0.5594 acc=0.7504 f1=0.7390 | val_loss=0.6571 acc=0.6943 f1=0.6797 | epoch_time=6.45s
[Fold 4][Epoch 083] train_loss=0.5619 acc=0.7467 f1=0.7343 | val_loss=0.6575 acc=0.6973 f1=0.6827 | epoch_time=6.45s
[Fold 4][Epoch 084] train_loss=0.5583 acc=0.7434 f1=0.7314 | val_loss=0.6572 acc=0.6963 f1=0.6817 | epoch_time=6.47s
[Fold 4][Epoch 085] train_loss=0.5606 acc=0.7407 f1=0.7278 | val_loss=0.6575 acc=0.6953 f1=0.6805 | epoch_time=6.51s
[Fold 4][Epoch 086] train_loss=0.5591 acc=0.7474 f1=0.7353 | val_loss=0.6574 acc=0.6953 f1=0.6805 | epoch_time=6.49s
[Fold 4][Epoch 087] train_loss=0.5596 acc=0.7462 f1=0.7341 | val_loss=0.6574 acc=0.6963 f1=0.6815 | epoch_time=6.43s
[Fold 4][Epoch 088] train_loss=0.5599 acc=0.7487 f1=0.7366 | val_loss=0.6573 acc=0.6953 f1=0.6805 | epoch_time=6.48s
[Fold 4][Epoch 089] train_loss=0.5599 acc=0.7442 f1=0.7322 | val_loss=0.6572 acc=0.6973 f1=0.6827 | epoch_time=6.49s
[Fold 4][Epoch 090] train_loss=0.5585 acc=0.7447 f1=0.7319 | val_loss=0.6571 acc=0.6953 f1=0.6806 | epoch_time=6.47s
[Fold 4][Epoch 091] train_loss=0.5610 acc=0.7459 f1=0.7338 | val_loss=0.6570 acc=0.6963 f1=0.6817 | epoch_time=6.45s
[Fold 4][Epoch 092] train_loss=0.5590 acc=0.7477 f1=0.7359 | val_loss=0.6570 acc=0.6963 f1=0.6817 | epoch_time=6.52s
[Fold 4][Epoch 093] train_loss=0.5542 acc=0.7454 f1=0.7333 | val_loss=0.6570 acc=0.6963 f1=0.6817 | epoch_time=6.46s
[Fold 4][Epoch 094] train_loss=0.5592 acc=0.7454 f1=0.7333 | val_loss=0.6571 acc=0.6963 f1=0.6817 | epoch_time=6.46s
Early stopping at epoch 94 (best=79)
Total training time: 607.29s
